smiles,yield
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2,7.787908452
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2,9.677591971
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2,13.17521743
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,14.01864146
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,30.5912617
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,38.15573638
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,0.456472494
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,3.867385769
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,7.024622197
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,2.84616447
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,18.8690087
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,25.0736586
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,21.66658644
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,48.48749388
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,58.61075678
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,4.169292721
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,11.38334579
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.o1nccc1c2ccccc2,24.41818234
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,14.96739578
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,30.28625472
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,39.57783871
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,0.339837285
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,3.12306153
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,5.140109821
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,3.920306162
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,15.39753007
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,22.45064906
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,23.68617418
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,42.69485888
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,54.83360857
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,6.351542297
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,14.16472216
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,17.378304
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,3.606676847
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,35.07866175
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,43.31814591
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,0
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,29.29817829
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,37.56535564
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,0.960810012
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,59.0196812
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,70.96873006
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,35.13952712
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,37.65445791
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,51.10248957
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,3.963450153
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,31.93031022
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,48.70823186
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,5.008760546
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,35.08872433
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,41.2456065
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,0
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,13.9769471
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,18.89524916
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,0.705195152
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,32.63234102
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,31.81837229
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,30.4254394
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,53.63578043
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,59.4767437
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,2.014671714
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,26.51352578
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,36.85037948
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,4.820162197
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,34.80628557
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,46.63249784
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,0
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,11.74218494
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,26.65189435
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,0.546829898
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,35.87055638
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,68.84449525
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,33.8754215
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,63.0697188
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,70.62989218
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,2.481415648
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,31.6780045
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,46.01420049
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,22.16644806
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,23.21156884
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,34.74876407
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,0.948128865
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,16.64966496
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,19.99982627
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,4.992379236
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,53.99699311
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,57.37548977
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,22.61165831
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,28.75149591
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1ccccn1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,26.98890626
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Clc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,20.85782482
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Brc1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,20.73475671
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.Ic1cccnc1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1cc(C)on1,30.87112941
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,20.36096013
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,38.91690391
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.FC(F)(F)c1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,41.70005044
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,0.940121626
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,14.90450687
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.COc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,19.596159
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Cl)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,4.179760101
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(Br)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,39.00815943
CC(C)c1cc(C(C)C)cc(C(C)C)c1c1c(P(C2CCCCC2)C2CCCCC2)cccc1.CCc1ccc(I)cc1.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1cc(C)on1,37.1696242
